-3.579590916633605957e-01,-3.876341283321380615e-01,-3.456643819808959961e-01,-1.841017603874206543e-01,1.233668923377990723e-01,6.489944458007812500e-02,3.485167026519775391e-01,-5.693265795707702637e-02,-7.139343023300170898e-02,-4.571825265884399414e-02,-1.752975732088088989e-01,-8.089148998260498047e-02,3.595336675643920898e-01,1.980474591255187988e-01,6.849625706672668457e-02,3.391655683517456055e-01,1.521993875503540039e-01,-8.110395073890686035e-02,-1.719232201576232910e-01,-2.244644016027450562e-01,3.920483589172363281e-01,-1.974203139543533325e-01,7.284173369407653809e-02,3.006025552749633789e-01,-1.153394579887390137e-01
-7.282081246376037598e-02,-2.977246642112731934e-01,-2.455273270606994629e-02,-1.989806592464447021e-01,-2.510796189308166504e-01,1.906238794326782227e-01,-1.025220751762390137e-02,8.189678192138671875e-05,-1.409166157245635986e-01,-7.822096347808837891e-03,1.104244589805603027e-02,-2.403946071863174438e-01,2.326976060867309570e-01,1.232572793960571289e-01,-4.468077421188354492e-02,-2.959958910942077637e-01,-8.890599012374877930e-02,3.240588307380676270e-01,-9.200373291969299316e-02,-1.476515829563140869e-01,-2.696699500083923340e-01,-5.622074007987976074e-02,-3.052620887756347656e-01,3.710127472877502441e-01,-2.979529500007629395e-01
8.445203304290771484e-03,-1.847220957279205322e-01,2.409163862466812134e-02,-3.969334363937377930e-01,1.930199861526489258e-01,-1.667225658893585205e-01,1.407352685928344727e-01,1.288239359855651855e-01,1.606181859970092773e-01,1.486824750900268555e-01,-2.175518572330474854e-01,1.411598324775695801e-01,3.590205907821655273e-01,-2.593260705471038818e-01,3.442108631134033203e-02,-1.062883436679840088e-01,2.282862812280654907e-01,-1.181109547615051270e-01,-3.772574067115783691e-01,-1.545567214488983154e-01,-3.158081769943237305e-01,-2.936907112598419189e-01,-1.358364522457122803e-01,7.879644632339477539e-02,-3.608128428459167480e-02
-1.688866913318634033e-01,-7.174650579690933228e-02,3.758369684219360352e-01,2.416381388902664185e-01,-1.266356557607650757e-01,3.847983479499816895e-01,3.860463500022888184e-01,-3.049435615539550781e-01,5.807614326477050781e-02,-3.350331485271453857e-01,1.034948080778121948e-01,2.492732256650924683e-01,3.253448009490966797e-01,3.514456748962402344e-01,2.617186307907104492e-01,2.950757741928100586e-01,-1.629986613988876343e-01,-5.241134017705917358e-02,1.251951903104782104e-01,-2.385828644037246704e-01,-1.269009560346603394e-01,3.784528374671936035e-02,-3.028576672077178955e-01,-7.192395627498626709e-03,2.731796801090240479e-01
-5.883560981601476669e-03,-2.154867202043533325e-01,-2.699652910232543945e-01,1.247399970889091492e-01,2.254389375448226929e-01,3.289514780044555664e-01,-1.585485041141510010e-01,3.811362981796264648e-01,1.033771634101867676e-01,-2.354954332113265991e-01,-2.270505279302597046e-01,-8.386925607919692993e-02,3.793108761310577393e-01,-1.846183836460113525e-01,3.315801620483398438e-01,1.883603334426879883e-01,4.316548407077789307e-01,3.032167851924896240e-01,1.182701736688613892e-01,1.067879423499107361e-01,-1.076557114720344543e-01,-4.488152265548706055e-02,1.065484881401062012e-01,-1.545287072658538818e-01,-2.190244756639003754e-02
8.438570797443389893e-02,-2.597003802657127380e-02,2.658240497112274170e-02,-3.473926782608032227e-01,1.293586343526840210e-01,-2.223420701920986176e-02,2.615445852279663086e-02,-8.754505962133407593e-02,3.228208124637603760e-01,2.772333025932312012e-01,2.599203586578369141e-01,-9.846044331789016724e-02,2.871870622038841248e-02,-3.678313791751861572e-01,-3.635721802711486816e-01,2.237917780876159668e-01,2.494674175977706909e-01,2.270637452602386475e-01,-1.812434643507003784e-01,2.410412281751632690e-01,3.585968911647796631e-01,3.703146576881408691e-01,3.506091237068176270e-01,-3.900289908051490784e-02,1.874722689390182495e-01
-1.977680623531341553e-01,6.413283944129943848e-02,-6.556141376495361328e-02,-1.917443573474884033e-01,3.545512557029724121e-01,-3.893195688724517822e-01,-3.796117603778839111e-01,2.993230223655700684e-01,-1.177162379026412964e-01,-6.730535626411437988e-02,-5.570452809333801270e-01,-1.555424332618713379e-01,3.968062400817871094e-01,-5.390393733978271484e-02,-1.995185017585754395e-02,1.233816146850585938e-03,-1.551135480403900146e-01,1.195155531167984009e-01,-2.707135081291198730e-01,5.805815458297729492e-01,-1.449777558445930481e-02,-2.713493704795837402e-01,2.612361311912536621e-01,-2.258513271808624268e-01,7.625305652618408203e-02
3.061890602111816406e-04,-2.081541903316974640e-02,-2.456421256065368652e-01,-3.794124424457550049e-01,-1.403782963752746582e-01,-2.782939374446868896e-01,1.504779458045959473e-01,-2.181721180677413940e-01,-1.597767621278762817e-01,7.342159748077392578e-03,-6.623172760009765625e-01,-2.748709022998809814e-01,1.436249613761901855e-01,1.308071613311767578e-01,-2.841059565544128418e-01,-3.366442918777465820e-01,4.289032220840454102e-01,-8.011090755462646484e-02,-3.915580511093139648e-01,-8.281660079956054688e-02,1.742643117904663086e-01,2.658370733261108398e-01,-6.306102871894836426e-02,3.173681497573852539e-01,-1.640143245458602905e-01
3.689026832580566406e-02,3.010053038597106934e-01,-3.804287016391754150e-01,-2.119308710098266602e-02,1.874839663505554199e-01,-4.236340522766113281e-03,-2.302093356847763062e-01,-5.526316165924072266e-02,-1.377553939819335938e-01,-3.786352574825286865e-01,-1.917257905006408691e-01,5.768442153930664062e-02,2.979834079742431641e-01,2.308129668235778809e-01,-2.304438799619674683e-01,3.090691566467285156e-01,-2.422471046447753906e-01,-2.816768288612365723e-01,2.504380941390991211e-01,-3.665235936641693115e-01,-8.831024169921875000e-02,2.852724790573120117e-01,-3.253605365753173828e-01,-1.553966999053955078e-01,2.291682362556457520e-02
-4.772049933671951294e-02,3.034377098083496094e-01,3.968352675437927246e-01,1.601654738187789917e-01,1.660273671150207520e-01,3.923780322074890137e-01,3.481892347335815430e-01,3.679438233375549316e-01,1.317065209150314331e-01,-2.110861241817474365e-01,2.692486941814422607e-01,-2.263821363449096680e-01,4.246989265084266663e-02,-3.611318171024322510e-01,2.869123220443725586e-01,3.801615238189697266e-01,-1.075626090168952942e-01,2.220529466867446899e-01,-1.092370375990867615e-01,-6.218849420547485352e-01,-3.034423887729644775e-01,-3.812031149864196777e-01,-2.531926929950714111e-01,1.445233225822448730e-01,-1.794573962688446045e-01
